motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
GBD,Naive_vs_EM,0.5869049855236255,0.15553166823820805,3.773540091042667,0.8467249120879433,0.00016094734150759473,0.007242630367841763,2.1401036787234786
FHA,Naive_vs_EM,-0.15505816788738233,0.044377906778919445,-3.494039695469337,-0.22370164986045482,0.00047577027111655464,0.01070483110012248,1.9704201805753785
Pex14,Naive_vs_EM,0.10942295801464656,0.039214747974708315,2.7903521931396646,0.15786395888713187,0.005265073402012562,0.07897610103018843,1.1025043107472572
SH3,Naive_vs_EM,-0.08093823533654199,0.03259894222350762,-2.4828485164213743,-0.11676919073833299,0.013033650064225962,0.12786372697522203,0.8932526408908661
IRF7,Naive_vs_EM,0.5520049876861202,0.23173289688311063,2.382074341238479,0.796374858280739,0.017215421654349607,0.12786372697522203,0.8932526408908661
WW,Naive_vs_EM,0.23591506436126594,0.10032353473320929,2.3515425865788684,0.340353493424999,0.018695749375252164,0.12786372697522203,0.8932526408908661
REV1ctd,Naive_vs_EM,-0.24928438046882057,0.10783706803478008,-2.3116761704650606,-0.359641339473445,0.020795535539901846,0.12786372697522203,0.8932526408908661
WRC,Naive_vs_EM,-0.45181256597002944,0.19834432963863247,-2.277920255109868,-0.6518277483362791,0.022731329240039472,0.12786372697522203,0.8932526408908661
PP1,Naive_vs_EM,0.16517457284660764,0.07561472242803945,2.184423450126395,0.23829653712675367,0.028931146624531848,0.14465573312265925,0.8396643493357763
TRAF6,Naive_vs_EM,0.20715396271563305,0.09921110965595503,2.0880117502364706,0.298859994710341,0.036796774759144855,0.16558548641615184,0.7809777318362022
Arc,Naive_vs_EM,-0.13775128828418318,0.06794854175630785,-2.0272883673974555,-0.19873310048365703,0.04263293045913582,0.1744074427873738,0.7584349856160927
UBA3,Naive_vs_EM,0.23523798713064237,0.127135122895577,1.8502989714640554,0.33937667746207956,0.06427047082436575,0.2410142655913716,0.6179572508514559
MAPK,Naive_vs_EM,0.2200308926207135,0.1242795531629723,1.7704512691011929,0.3174374776262754,0.07665199546087627,0.2506095008214639,0.6010024685528772
Clathr,Naive_vs_EM,0.21694649152107887,0.12308298584938843,1.762603417718086,0.31298762745572006,0.07796740025556655,0.2506095008214639,0.6010024685528772
TRFH,Naive_vs_EM,-0.4909032363381408,0.2914529225111968,-1.6843311506656162,-0.7082236646213785,0.09211768843459513,0.25338089158685584,0.5962261400101779
EVH1,Naive_vs_EM,0.12380793600458195,0.0742346679309976,1.667791335978812,0.17861709529650854,0.09535715640249244,0.25338089158685584,0.5962261400101779
NRP,Naive_vs_EM,0.43915701908449456,0.26360620951446573,1.6659585519376594,0.6335696536047802,0.09572167015503442,0.25338089158685584,0.5962261400101779
TRAF4,Naive_vs_EM,-0.2690301475946778,0.18384611654406813,-1.463344195960707,-0.3881284597844676,0.1433732200744856,0.3467859976617007,0.45993844655057337
SUMO,Naive_vs_EM,-0.26336100077700647,0.1813417769417142,-1.4522908356724353,-0.3799496097845417,0.14642075456827364,0.3467859976617007,0.45993844655057337
CKS1,Naive_vs_EM,0.12234796600880649,0.09093809688237042,1.3453983556205835,0.17651080382375658,0.17849662600976335,0.40161740852196753,0.39618747051152065
PP2A,Naive_vs_EM,0.16161734802827474,0.1265138981060228,1.277467143513625,0.23316454652201765,0.2014373731246616,0.43165151383856054,0.36486673164247846
ANK,Naive_vs_EM,0.512334201672829,0.41644304340478666,1.2302623606917482,0.7391420120311964,0.21859887427538394,0.44713406101783076,0.3495622459256202
BIR,Naive_vs_EM,-0.08203418275373016,0.0716005795832024,-1.1457195351107954,-0.11835030864218543,0.2519112181636458,0.4928697746680027,0.30726781421977456
TRAF2like,Naive_vs_EM,0.6264988847732389,0.5751441448532013,1.0892902072977642,0.9038468341848179,0.2760259297930172,0.5175486183619072,0.28604884646136197
PP4,Naive_vs_EM,-0.1355487067530416,0.12770100700516981,-1.061453702926196,-0.19555544703152547,0.2884837623009553,0.5192707721417196,0.2846061215697765
eIF4E,Naive_vs_EM,-0.1366708979148913,0.1591047212018968,-0.8589996379897614,-0.19717442665565543,0.3903407157305234,0.650044849072575,0.18705667869129552
CSL,Naive_vs_EM,0.11980007301048046,0.14157408543521066,0.8462005786031034,0.1728349712303559,0.39744085922201056,0.650044849072575,0.18705667869129552
deltaCOP1,Naive_vs_EM,0.19472244428222524,0.23357524531959295,0.8336604506860017,0.28092510471574383,0.4044723505340466,0.650044849072575,0.18705667869129552
TYR,Naive_vs_EM,0.13042017613704393,0.17560037892077965,0.7427101065418639,0.1881565413447784,0.45765720961185974,0.6928521514804388,0.15935943010192627
CDC14,Naive_vs_EM,0.3133087220359839,0.4258535108462382,0.7357194764307332,0.4520089395485727,0.4619014343202925,0.6928521514804388,0.15935943010192627
Actin,Naive_vs_EM,-0.31093424176762696,0.4702884626875838,-0.6611564315031538,-0.44858328864072544,0.5085119986214739,0.7281734670355572,0.13776514980468624
DLG,Naive_vs_EM,-0.21180355717223642,0.3275035331054934,-0.6467214419455182,-0.30556794157502754,0.5178122432252851,0.7281734670355572,0.13776514980468624
MSH2,Naive_vs_EM,0.14498060252113948,0.2524873063588247,0.5742094706143324,0.20916279628234188,0.5658260613315143,0.7715809927247921,0.11261847939053334
LIR,Naive_vs_EM,-0.06410948130594266,0.12113192097257963,-0.5292534023336011,-0.09249043075404718,0.5966296757934442,0.7896569238442643,0.10256155230856061
BRCT,Naive_vs_EM,-0.03577001410276057,0.08716445443526742,-0.4103738655225006,-0.05160522195858096,0.6815317145337143,0.8270746546163892,0.0824552877574442
USP7,Naive_vs_EM,0.02629431655026654,0.06847436871600948,0.3840023215010504,0.03793468009063413,0.7009767268620457,0.8270746546163892,0.0824552877574442
MYND,Naive_vs_EM,0.05558892517576036,0.15124946810200438,0.36753137629727434,0.08019786667941713,0.7132226920370341,0.8270746546163892,0.0824552877574442
SH2,Naive_vs_EM,-0.028316236866085462,0.08130602846114846,-0.3482673720758134,-0.04085169450333874,0.7276393951492592,0.8270746546163892,0.0824552877574442
PTB,Naive_vs_EM,-0.04116013327271195,0.12032189250930728,-0.3420834929896742,-0.05938152015487035,0.7322880595962153,0.8270746546163892,0.0824552877574442
CYCLIN,Naive_vs_EM,0.033334282092529754,0.09855027778859676,0.3382464549114326,0.04809120346648646,0.7351774707701237,0.8270746546163892,0.0824552877574442
WD40,Naive_vs_EM,0.010911477186350937,0.04187330668410046,0.26058312682752827,0.015741934025521556,0.79441400307934,0.8637638255944042,0.06360498814879603
PP2B,Naive_vs_EM,-0.05819424042589083,0.237181342165289,-0.24535758122717732,-0.08395654207073275,0.8061795705547773,0.8637638255944042,0.06360498814879603
F_14_3_3,Naive_vs_EM,0.010728573019565146,0.07301886885112283,0.14692877592283013,0.015478059091141768,0.8831882385068008,0.9242667612280474,0.03420266491731515
APCC,Naive_vs_EM,0.016780519621962697,0.1639396793595798,0.10235788972819002,0.024209172442145526,0.9184726071857772,0.9393469846218175,0.027173954410292845
PDZ,Naive_vs_EM,-0.00041303556494529103,0.03058636183159582,-0.013503912862190227,-0.0005958843612573428,0.9892257638749876,0.9892257638749876,0.004704581187579164
PTB,PD1Low_vs_PD1High,0.2978890607146376,0.06465570839146073,4.607312612075265,0.429763070628079,4.0790651880219474e-06,0.00018355793346098764,3.736226840340757
WRC,PD1Low_vs_PD1High,-0.28859543744134186,0.0803717478324311,-3.5907572651404953,-0.416355206419805,0.00032971859962114565,0.005764934500172188,2.2392056226928525
PP2A,PD1Low_vs_PD1High,0.595297829065891,0.16766037980369045,3.5506172046306412,0.8588332258453268,0.00038432896667814587,0.005764934500172188,2.2392056226928525
ANK,PD1Low_vs_PD1High,1.4492048403393956,0.513292439462393,2.8233512300653576,2.090760636389928,0.004752447629811689,0.0534650358353815,1.2719301377508803
BIR,PD1Low_vs_PD1High,0.15978048728366945,0.060009376877206956,2.6625920080892893,0.230514516634972,0.00775413676159907,0.06978723085439163,1.1562240340643577
MSH2,PD1Low_vs_PD1High,0.40752150183134206,0.1583440247554851,2.5736462266930307,0.5879292497476998,0.010063311250608631,0.07040564211692436,1.1523925362831424
Clathr,PD1Low_vs_PD1High,-0.5864487278434444,0.23050173190139706,-2.544226991293552,-0.8460666713953786,0.01095198877374379,0.07040564211692436,1.1523925362831424
WD40,PD1Low_vs_PD1High,0.17396722754003932,0.09167192873655174,1.897715363227375,0.25098165644921666,0.057733587642954914,0.3247514304916214,0.4884489272349212
TRAF6,PD1Low_vs_PD1High,0.49887841222827756,0.2793705039176599,1.7857232787012984,0.719729411328296,0.07414407428858423,0.37072037144292114,0.4309535484129414
TRAF4,PD1Low_vs_PD1High,-0.72052893956416,0.4785101234568983,-1.5057757490245898,-1.0395035279261973,0.1321247507927714,0.552156717949387,0.25793763951576354
CDC14,PD1Low_vs_PD1High,0.6052320103761217,0.4048968147192848,1.4947808636028157,0.8731652199568884,0.13497164216540572,0.552156717949387,0.25793763951576354
Arc,PD1Low_vs_PD1High,-0.30878168135772066,0.22861795257141362,-1.3506449422919498,-0.4454778004121397,0.1768091969421235,0.609929719748393,0.21472020447101514
BRCT,PD1Low_vs_PD1High,-0.1672029675476689,0.1289199082601182,-1.2969522690809552,-0.2412228921029402,0.19464761031879885,0.609929719748393,0.21472020447101514
SUMO,PD1Low_vs_PD1High,-0.11187433012798642,0.0889304414840672,-1.257998141705277,-0.16140054127842077,0.20839242830482763,0.609929719748393,0.21472020447101514
TYR,PD1Low_vs_PD1High,-0.197466618575593,0.15779311476050273,-1.2514273444396256,-0.2848841113601205,0.21077860606264498,0.609929719748393,0.21472020447101514
F_14_3_3,PD1Low_vs_PD1High,0.06706848600089099,0.054602151875894185,1.228312139663134,0.0967593721534163,0.21932981557115017,0.609929719748393,0.21472020447101514
CYCLIN,PD1Low_vs_PD1High,0.31530139789562694,0.2745366353449255,1.1484856929913378,0.45488376312937884,0.2507681158945386,0.609929719748393,0.21472020447101514
REV1ctd,PD1Low_vs_PD1High,0.08054929494781737,0.07065414742773003,1.1400504836635215,0.11620806836831857,0.2542652694500489,0.609929719748393,0.21472020447101514
FHA,PD1Low_vs_PD1High,-0.06626297954006488,0.059489917252235514,-1.1138522727996374,-0.09559727197697845,0.2653425674070966,0.609929719748393,0.21472020447101514
MYND,PD1Low_vs_PD1High,0.18730749335450325,0.17018993844448652,1.1005791239274714,0.27022759178388434,0.27107987544373024,0.609929719748393,0.21472020447101514
LIR,PD1Low_vs_PD1High,0.14773387596938736,0.13922704181538648,1.0611004445909356,0.21313493023234037,0.28864425585043096,0.6185234053937807,0.2086438616920298
CKS1,PD1Low_vs_PD1High,0.1401129958500289,0.1394444660781487,1.0047942366641178,0.2021403242769326,0.3149959396291315,0.6443098765141326,0.19090521137798558
PDZ,PD1Low_vs_PD1High,0.051055698459326726,0.05758988994818823,0.88653926071503,0.07365780297639296,0.37532700765507565,0.7001717445111612,0.15479541920721238
MAPK,PD1Low_vs_PD1High,0.07299393956957542,0.08346792066711296,0.8745148913040507,0.10530799463197514,0.3818379142135435,0.7001717445111612,0.15479541920721238
WW,PD1Low_vs_PD1High,0.031770193919326443,0.03765737191440913,0.8436646612391443,0.04583470121549296,0.3988568202261571,0.7001717445111612,0.15479541920721238
PP4,PD1Low_vs_PD1High,-0.17142572463881828,0.20566136550752306,-0.833533922211304,-0.24731504281722014,0.4045436746064487,0.7001717445111612,0.15479541920721238
DLG,PD1Low_vs_PD1High,0.32913003527704787,0.4167952626244646,0.7896683690802798,0.4748342697018066,0.4297214686601728,0.7040892036517528,0.15237231500629658
SH3,PD1Low_vs_PD1High,-0.04317811643650682,0.055684546342848404,-0.7754057323311966,-0.06229285445787463,0.4380999489388684,0.7040892036517528,0.15237231500629658
IRF7,PD1Low_vs_PD1High,0.20720255193193893,0.2869791025904697,0.7220126833681858,0.2989300941317462,0.4702866796295462,0.7297551925286061,0.1368228061330309
NRP,PD1Low_vs_PD1High,0.2191418605361673,0.3246329035058485,0.6750451299592904,0.3161548754467094,0.4996470927660541,0.7427447583435935,0.1291604043920006
SH2,PD1Low_vs_PD1High,0.04242363114932696,0.06632579531487566,0.6396249143779527,0.06120436227563656,0.5224164810143676,0.7427447583435935,0.1291604043920006
UBA3,PD1Low_vs_PD1High,-0.40196951941397696,0.6627170831409619,-0.6065476952983221,-0.5799194322470644,0.5441511207092178,0.7427447583435935,0.1291604043920006
TRFH,PD1Low_vs_PD1High,-0.2189964345489097,0.3699788327438856,-0.5919161183486081,-0.31594507009607653,0.5539067598300088,0.7427447583435935,0.1291604043920006
GBD,PD1Low_vs_PD1High,0.09004510177553782,0.16199378753016516,0.5558552778375551,0.1299076217879104,0.5783097930958335,0.7427447583435935,0.1291604043920006
EVH1,PD1Low_vs_PD1High,0.12653396523224336,0.2279737454068355,0.5550374452392948,0.18254992414457402,0.5788690483335124,0.7427447583435935,0.1291604043920006
CSL,PD1Low_vs_PD1High,0.07221716862949601,0.1355514700567142,0.5327656616286096,0.10418735104881591,0.5941958066748748,0.7427447583435935,0.1291604043920006
PP2B,PD1Low_vs_PD1High,0.08373569725529606,0.17737911279909502,0.4720719138455589,0.12080507517559522,0.6368754589429606,0.7745782608765737,0.11093469598126987
TRAF2like,PD1Low_vs_PD1High,-0.2296431236527683,0.5371262185793221,-0.42754033541718633,-0.33130499566809984,0.6689858128343769,0.7808021797898487,0.10745898290619355
Actin,PD1Low_vs_PD1High,0.09768921544602013,0.2342796190745478,0.4169770116235993,0.14093574667230677,0.6766952224845355,0.7808021797898487,0.10745898290619355
deltaCOP1,PD1Low_vs_PD1High,-0.05972994538259064,0.18485029889605636,-0.3231260416634627,-0.08617209599603215,0.7465997888421103,0.8199214634470801,0.08622774471998268
USP7,PD1Low_vs_PD1High,-0.0329354490857392,0.10211105129389629,-0.32254539218232414,-0.04751580906544689,0.7470395555851175,0.8199214634470801,0.08622774471998268
eIF4E,PD1Low_vs_PD1High,-0.15656323240520442,0.6708121293366114,-0.23339356215880452,-0.22587299897653468,0.8154558118087177,0.8737026555093405,0.058636344302774084
Pex14,PD1Low_vs_PD1High,-0.028368240001542245,0.1932227571723042,-0.14681624678528518,-0.04092671916897292,0.8832770605690643,0.9243597145490207,0.03415899020537496
APCC,PD1Low_vs_PD1High,0.03701603035749579,0.34665113495804767,0.1067817947919759,0.0534028434301545,0.9149620905388941,0.9357566835056872,0.02883706231744223
PP1,PD1Low_vs_PD1High,0.002279456593579421,0.15920043500242018,0.014318155559969221,0.00328856072347868,0.9885761550737996,0.9885761550737996,0.0049898691379991165
